Msg,Label1
dubartoonni saawdii arabiyyi mirga konkolaataa ofuu argachuudhaa falmaa bahan milkaahan,10
mootiin saawdi salmaan haala seenaa qabeessa kibxata darbe ajeja mata duree dubartootaf mirga konkolaachisuu kennu jedhu qabu dabarsaniin dhimmicha raggasisaniiru,10
ilhaan omaarif rashiidaa tilayib dubartoota amantaa islaamaa hordofan duraatii seenaa yunaaytid isteets koongiresii ameerikaatti bakkka bu uummataa uudhan filatamani,10
bitootessa 8 guyyaa dubartoota addunyaa waliin wal ole sadarkaa addunyaatti lakkkoobsi dubartoota miseensa paarlaamaa dabalaa deemus sirna annaa dhiirotaa jiru hin hambifne,10
miseensa raayyaa waraana lafoo yunaaytid isteets lutenaant komaandar dooctar caaltuu waaqjiraa muuxannoo jirenya ibsanii jiran,10
gaafatamaan aadaa toorizimii dhimmoota koomiyunikeeshinii mootummaa aanaa addaa kontaa obbo taakkkelee tasfuu ibsa kennaniin kaleessa halkan akkka lakkkobsa itiyoophiyaatti kudhaniitti balaa dhaqqabe kanneen lubbuu dhaban miseesota maatiilee shanii tahuu kanneen keessaa 13 dubartoota dhiirota tahuu dubbatanii jiran,10
ayyani qunni buqifanaa ayyana dubartoota simanaa bara haaraa qaamee taasifamuudha,10
ayyani qunni buqifanaa irratti shamaran hin heerumin qofi irratti hirmaattu ta'uu laga bu'uun gosa margaa 'qunni' jedhamu buqqisuun qeheetti deebi'anii maatii olaaf raabsu hafe baaxii manaa kaahu,10
jilli aadaa nagaa dubartoota sudaan godinaa lixaa magaalaa kofaleetti argamuudhaan sirna aadaa siinqee daawwatee jira,10
gareen dubartoota ergaa nagaa qabatan guutummaa biyyaa naanna jiran,10
bara filannoon keeniyaa geggeessametti poolisoonni keeniyaa dubartoota hedduu humnaan gudeeduu namoota hidhannoo hin qabne hedduu irratti haleellaa geggeessuu gareen mirga dhala namaaf falmu,10
hokkkaari saala irratti hundaahe gaazexeessoota dubartootaa balaaf saaxileera gabaasa haaraa,10
yunaayitid isteetis kutaa minisoota jiran dubartoota oromoo sadiin qophaa feesbookii yuutuubiin dhiyaatu qophiin oromo view jedhu dhiyeenya jalqabamee darbaa jiraachuu qopheessitoonni qophii ibsanii jiru,10
teessooo mootummaa amerikaa washington dc hardha dubartoota 200 000 suniiyyuu tahan jedhanitti pirezidaantii biyya kalee hujii jalqabe,10
guyyaan dubartootaa maarch 8 harra guutummaa addunyaa irratti kabajamaa jira,10
hundeessituu ijaarsa dubartoota idila addunyaa aaddee diinqneesh kitilaa guyyaa gaafatamanii ibsa kennan caqasaa,10
israa eel duraan dubartoota miseensoonni kongreesaa rashidaa tilaaib ilaam omaar biyya akkka hin seenne dhorkitee turte,10
veronica simogun dubartii biyya papua new giiniitti walqixummaa dhabiitii dubaratoota biyya ufiitii falmiti sunumaan badhaafamte,10
har tokkkoon ayyaana dubartootaa sadarkaa addunyaa ayyaaneffachuuf kaaniin hacuuccaan addaan qoodinsii hookkkarri dubartoota irratti geggeessamu akkka dhaabatu gaafachuuf guutummaa addunyaa irratti hiriirawwan geggeessamaa oolan,10
zuleykaa hasan bakkka buutuun dubartoota kuwaalee daa ima shanii qaban tahan harra maree idilee paarlaamaa biyyattii daa ima fudhatanii seenuuf jedhaniitii seensarratti dhowwaman,10
dubartii siiriyaa waraana islaamiik isteetisii irratti godhama jiru keessaa magaala raaqqaa hogganaa jirtuun wal bara,10
islaamik isteetisiin dubartoota cunqursa  jettu klaraan kaayyoon takkkaa jarri atamnaan dubartoota kaanis jajjabeessuu akkka ofitti amanaan godhuu akkka ibsite,10
darbee darbee shamarranii dubartoota abbaan warraa hidhame gudeeduun akkka jiru ibsan jiraattonni magaalaaleen oromiyaa,10
durbaan goota kanan jedhu isheen durbummaa qabaatteedha,10
shamarreen durbummaa hin qabne gudeedamte jedhamtii,10
dubartii durbummaa hin qabneen guyyaa ayyaana qaama miidhamtootaa kabaji jenne mufattuu laata,1
dubarri durbummaa  hin qabne tubboo hantuutni  jalaan nyaatte natti fakkkaatti ,1
shamarri durbummaa hin qabne okkkotee jalaan cabde,1
jaalalli jiraannaan waa'een durbummaa hin dhamaasin warri dhiirotaa,10
durbummaa jaalalli hin jiru,10
durbaa durbummaa hin qabne fuchuun aaadaa maleedha,1
durbummaan meeshaa qaaliidha,10
shamarran durbummaa hin qabne seeratti dhihatan,1
shamarran biyya arabaatti weellisaa jaalachuun birqiidha,10
dhiirri funyaan dheeraa qabu shimalaa shawaa fakkkaata,10
durbi durbummaa hin qabne dachee misir fakkkatii,1
shamarran oromoo kootii hundumtuu haadhoo kooti,10
shamarran biyya arabaa deeman sammuu itoophiyaatti dhiisanii deemuu,1
shamarran biyya arbaa goota goota caaluu jabaadha  ,10
hoomaa miti shamarran abdii hin kutatina jabaadha mudhii hidhannee jabaannu,10
dhugaadha waaqa gaditti kabajni shamarran biyya arabaa eeyyee guddaadha,10
'shamarran biyya arabaa bultiif hin taatu',1
shamarran biyya arabaa caaluu hin jiru,1
shamarran bareedduu akkka dawwitii,10
allahamdulillah ergaan fuudhen sammuun boqqonnaa argate,10
shamarran biyya arabaa warqiidha carqii miti ,10
dhugaa dubbachuuf shamarran haqa gudda qabu,10
dhalaa biyya arabaa shamarran biyyaa raafuu mana duubaa qabdu wayya,1
shamarran qofforaa hin dandeenye bultiif hin taatu kanuma,1
shamarran oromoo bareeddudha jennu sababa waliini,10
jennaan jenne shamarran wanti caaluu hin jirum,10
durba fufurdaa nama uffata qorraa hin qabnetu fuudha vishee uffatee buluuf,1
shamarri fufurdoon afaan bantee rafti ,1
durbi furdoon ganama daftee kaatee nyaata hin qopheessitu ,1
fuudhuun gabrummaadha ,1
shamarran sagaalee furdattu qancara jaarsaa fakkkaatti,1
durbi gabaabduun boorsaa baattee surree kaawwattee deemtuu booyyee kormaa fakkkaatti,1
durbi gabaabduun garaatti baattu bajaajii fakkkaatti waaqa',1
dhiirri gabaabaan surree qaaraa uffatu bajaajii caccabaa fakkkaata,1
dhiirri gabaabaan kuukkkiii baasu kormaa lukkkuu fakkkaata waaqa,1
shamarran durbummaa hin qabnee handaaqquma kaakkkiftuu fakkkaatti,1
shamarran timaantimii tortoree taate shamarran timaatimii tortore taate,1
shamarran bara durbummaa eeguun titisa damma eegudha,1
shamarran durbummaa eeggatte heerumte abbaa manaa isheetiif amanamtuu taatee jiraatti ,10
shamarran durbummaa hin qabneef dhiirri walabummaa hin qabne hudhaa ajjeesaa ,1
rakkkinaaf shamarran dubrummaa hin qabne fuudhuun salphina,1
shamarran shawaa dhiira jimmaatiif qaaliidha,10
shamarran magaalaa dhiira baadiyyaatti hin heerumnu,1
dhiirri baadiyyaa hojii hin danda'u,1
shamarran biyya alaa jirtu fuudhuu shamarran baadiyyaa fuudhuu wayya,1
durbi durbummaa hin qabnee namni koronaan qabne tokkko,1
shamarran biyya arbaa carqii shamarran oromiyaa warqiidha,1
shamarran malkii qabdu hin shamarran ogummaa qabdu waaqayyo laatu dhiironni aamiin jedhaa,10
shamarran oromoo bishaan caalaa nama barbaachifti maaluma,10
dhiirootaaf dubara durbummaa qabdu barbaannaan koottaa booranaa gujii,10
durbi durbummaa qabdu feesbuukii hin jirtu,10
shamarran durbummaa hin qabne akkkaa qodaa cabaati,1
dhiira qeerrummaa hin qabne cidhaan muranii sareedhaa kennuudha isuma nyaachisuudha,1
shamarran durbummaa hin qabne yookan ajjeesa arabaatti heerumaa dhiira oromoo hin argattan,1
durbi durbummaa hin qabne gaagura hontuu wajjiin wal qixa jedhe mootii hirphoo,1
shamarran magaalaa takkkittii jaalachuurra daa'ima haadhaaf abbaa hin qabne 100 guddisuu wayya jedhe hiyyessichi qeerroo,1
eeyyeen durbi durbummaa hin qabne gaagura onadha,1
nadheen durbummaa hin qabne waaqni galabbaxee tola mitii,1
oromoon durii qabeenya caalaa durbummaaf iddoo guddaa qaba,10
dubartiin durbummaa gattee dhiirsa hawwitu kanarra dhumtu,1
namni shamarran durbummaa hin qabne fuudhe jireenya akkka nama nyaata soogidda nyaatuti,1
jaalalli shamarran durbummaa hin qabnee akkka nyaata soogidda hin qabneeti jedhu dhugaadhaa,1
warri durbummaa hin qabne zeeroodha,1
dhiiraa qofaaf shamarran durbummaa hin qabne fuudha adaraa eenyuu qabuu,10
shamarran biyya arabaa dhamaadha mee dhageeffadhaa,1
shamarran yuuniversiitii shamarran biyya arabaa tokkkoffaa gowwaadha,1
shamarran diyaaspooraa bultiif hin taatu taphaaf,1
shamarran garee keessaa sagaagaltoota duwwaadha ,1
amanaa shamarri dubrummaa hin qabne akkka mana balbala hin qabneeti,1
shamarran dubrummaa hin qabne siidaan qaama miidhamtootaa dhaabbateefi guyyaan dubrummaa gatan kabajamuuf,1
harree dubartiin hiriyaa hin qabduu jedha mammaaksii oromoo,1
shamarran habashaa qaamni bocaan wal qixxeedha,10
shamarran oromoo bocni qaama kuukkkiiin kuntaala xaafii guddata,1
shamarran oromoo gaggaarii qaqqaaliin isheen safuu kabaja beektuu hunduu haadhoo kooti,10
shamarran oromoo safuu dhalattee guddattee du'i,1
shamarran biyya keessaa warqiidha akkka shaama iftu,10
shamarran biyya keessaa warqiidha,10
intala dubrummaa hin qabne fuudhuu jaartii namaa fuudhuu jechuudha nin sobee,1
shamarran dubrummaa hin qabne koomeentii deemtanii nama arrabsuu boohuun hin barbaachisu ,10
shamarran biyya arabaa dulloota duwwaadha,1
shamarran garee safuu wallaaltota duwwaadha,1
shamarran garee keessaa addaggee duwwaadha,1
dhiira harargee dubartiin harargee jaalala hin beeytu ,1
shamara qalloo baaldiin bishaan naqan tokkkuma amanaa,1
akkkan odeeffanno argadhetti shamara biyya arabaati deebite fuudhuu shamara heerumte jaarsa biraa deebite gursummetti fuudhuu wayya,1
shamara funyaan urattuu dhiiruma chaappee dibatu osoon ijaan arguu baadhe,1
shamara durbummaa hin qabne fuudhus ijaan argus hin barbaadu,1
onnee dhiiraa bananii ilaalanii shamara meeqatu argama,1
icci dhiira sammuun hin yaanne jibbisiisa,1
shamara oromoo ajjeesuun dhaabbatu,10
shamarran gurraatti yeroon arguu ibsaan akkka mana hin jirreen yaadadha,1
dhiirri qarshii shamara kadhatu dhiira biyyoo nyaatu aamiin jedha shamarran,1
shamarran biyya arabaa jirtu goota onnee sibilaa,10
shamarran aannaan jechuudha,10
shamarran urgoo jechuudha,10
shamarran ittoo jechuudha,10
shamarran 'a jechuudha,1
walumaa galatti shamarran mixmixxaa jechuudha,1
waroota dhiiraa sababa kopheen ajawuuf miili xira'uuf maali beektu mee himaa,1
shamarreen biyya arabaati biyyaa galte jibbu tokkko dhugaa hin dubatani dhiira dhibba tokkko waliin deema olti,1
shamarran jimmaa dhoqqee jedhanii dhugaa soba ,1
shamarran martuu warqiidha,10
shamarran warqii miti namadha,10
shamarran jimmaas dhoqqee miti namadha,10
shamarran jimmaa oromoodha wal hin qoodinaa oromoonni martuu,10
shamarran dubaa'i jiran dubrummaa hin qaban qarshii,1
dubartii biyya arabaa deemtee galtetu durbummaa qabdi jettee yaada turte gowwaa,1
shamarran biyya arabaati dhufteerra durbummaa eegu sareen jannata kajeelu jechuudham,1
shamarran wallaggaa maa akkkas nama marartuu jaaladhaa ,10
shamarran biyya arbaa jireenya hin taatu jetti yartuun,10
shamarran 25 shooshilurraa usanii ta'uu wayya jedhaan ,1
shamarran 25 gadii biyya arabaa hin jiranu,1
shamarran shawaa qunxurroo ciree fixee nan sobee,1
shamarran umrii meeqatti heerumu wayya,10
nuyi shamarran magaalaa dhiira baadiyyaatti hin heerumnu,1
shamarran halkan raftan uffata jalaa paantii uffattanii hin rafinaa,10
dhiira dhiiraa walitti heerumani cidha ajja'ibaa godhatan,1
durbuma rifeensa fardaa haguuggattu ijaan argaa jibbisiisa,1
dubarri durbummaa hin qabne akkka ciree qursi bunaati,1
shamarran bara kanarraa durbummaa eegu gaangeerra dhala eegu jechuudha,1
shamara durbummaa qabaatte amala hin qabne wayya shamara amala qabatte durbumma hin qabne wayyaa,1
durbi amala qabdu durbummaa hin gattuu,10
shamarreen amala durbummaa hin qabne amala isheetu durbummaa dhabsiise,1
shamarree durbummaa qabdu wayya amala dhiiratu godha,1
durba durbummaa hin qabne waarqii bituun sirri miti hubaadha warri dhiiraa,1
durboonni maatii jirtanii durbummaa gadhiifattan maalumaaf teessu qoricha hantuutaa liqimsaa,1
shamarran dubrumma hin qabne sabaa sablammotaa biyyattiti,1
durbummaa dhabuun qaroo dhabuudha sobe,1
durbummaa gabrummaan takkkumaa maaliif jette lachuu ba'aadha,1
durboonni durbummaa hin qabnes guyyaa haadholii kabajaa jedhame,1
shamarran oromoo jaalala barti laata ,1
shamarran fuula bareedu dhabdaniyyuu xiqqaate onnee bareedu hin dhabinaa,10
shamarran akkkuma nyaata nyaatan kanatti hojjiisi hojjetanii biyyi qaata dinagdee ameerikaa caalte,1
shamarran taphattee kolfitee mana hoo'istu kenni yaa rabbi,10
shamarran gaafa nyaata dhiyeessan gaafa nyaatan hin bareedu,1
shamarran qarshii jaalatu jenneef mitiim qarshii arginaan gororatu afaaniin cobaam,1
shamarran umriin 20 darbee hin heerumin jirtan abdii kutadhaa,1
shamarran qaqalloon rakkkistoota wallaahi,1
yee gurbayyoo fuutee durbummaa dhabnaan galgaluma geessii warraa galchi,1
jaalalli shamarran qalloorraa qabuurra elektirikiin qabuu wayya,10
dhiirri dubara durbummaa hin qabne fuute nan jira hin jedhini jireenyumatti duute,1
shamarree durbummaa hin qabne fuuchun harmee fuuchudha,1
dubarri dubrummaa hin qabne harreedha,1
dubarri dubrummaa qabdu qarreedha,10
dubarri hin heerumni durbummaa gattee iji baduu hin badduu daftee,1
shamarran bara re'een muuzii nyaachu jaallatu ,10
dhiirri dubara durbummaa hin qabne fuudhe walini jiraatu nama du'ee hin awwaalamni hafeedha,1
dubara durbummaa hin qabne mana xajjii kanuma deemu hundaatu seene baha,1
shamarran halkan dhiira waliin bulanii ganama kahan harree daaraa gangalte fakkkaatu,1
dubara durbummaa hin qabne dallaa balbala hin qabne tokkkodha abbuma argeetu seenee baha,1
salphinni salphina caalu dubara durbummaa hin qabne fuudhanii waliin jiraachudha,1
dubarri bara lukkkuu qaluun hafuuti shunkurtidha quncisuu hin beektu,1
dubarri durbummaa hin qabne daa'imas qabaachu dandeessi wanti beektun hin jiru hin fuudhinaa,1
dhiirri dubara durbummaa hin qabne fuudhee waliini jiraatu jiraa dhaabbatatti du'e,1
dubara Feesbuukii fayyadamtu fuute xiqqaate seexanni tokkko mana jira jechuudha,1
gaa'ilaaf durba magaala dheertuu wayya,10
seexanaa dhaltuu gargar baasee hin ilaalu sababni hunduma yaabbatti,1
shamarri oromoo birrii jaalala hin beektu,1
dubara durbummaa hin qabne akkkuma mana xajjiitti namumti argee seenee baha,1
shamarran durbummaa hin qabne daa'imaa qabachu danda'uu hin fuudhinaa,1
dubaraa qumaara duuriyyeetu haleela walawwalaa,10
shamarran bareedina qabaatan amala uleetu sirreessa,1
shamarran furdoo hin fuudhinaa warri dhiiraa,1
shamarran gabaabduu mooyyee bunaa fakkkaattu ajjeesaa,1
shamarran biyya arabaa harree jechuudha,1
shamarran wallaggaa bareedinni halaalaa nama fuudha,10
shamarran wallaggaa durba kutaa kamiituu caalu,1
konkolaataa itoophiyaa shamarran furdoo dubaan koruun gammachiisa,1
dhalaan gabaabduun huccuu jollee 4 kayyate rakkkoo maalii qaba,1
mirgi namummaa gabaabduu kabajamu,10
durbi qalloo lukkkuun hin dulloomtu,10
dubartiin amala qabdu bifa hin qabdu,1
dubartiin bifa qabdu amala hin qabdu,1
gaafan dhalaa gabaabduu arkuu lubbuun gubbaan utaali jetti,1
shamarran furdoo feesbuukii biyyaafis ba'aadha ,1
yaa rabbi shamarran fufurdoo qabi,1
dhiironni lubbuu feetan shamarran furdoo argitan  baqadhaa jalaa,10
shamarran keenyas nyaattan xiqqeeffadhaa nyaadha  ,10
shamarran shamarran biraa shamarran hin fakkkaattu,1
anallee dhiira dhiirri biraa dhiira hin fakkkaatu,10
shamarranum arsiitu jibbisiisa ,1
dhiira dhiirri biraa dhiira hin fakkkaatu,10
shamarran durubummaa hin qabne hundumtuu qaaman hir'uu ramadamti,1
dubartoonni tokkko tokkko maaliif areeda biqilchu,10
akkkuma beekamu areedi fuulaa dhiira irratti mul'atu darbee darbee shamarran irrattis muldhata,10
shamarran areeda baasan hormooniin testestrone baay'inaan qaama jiru,10
shamarran dhiira gabaabaa bultiif hin feenu jedhan ,1
shamara dhugaan hin ta'uuf soromiyaa broodkaastingi neetwoork,1
gowwaan shamara duwwaadha,1
shamarran hin gatin mataa eegi,10
dhiironni akkkas jaallatu,10
shamarran yaa hojii nama caalaa qarshi jaallattu ,1
shamarran biyya arabaa shaamaadha,10
shamarran dhageessa garaan dhiiraa bineensaa ,1
dhiira abbaa mana qofa miti,10
dhiira abbaa keetis obboleessa keetis,10
dubarri Feesbuukii fayyadamtuu kamiyyuu dhiira barbaaddi,1
dhiira amanuu laaltuu ibidda buute jechuudha,1
dubartoota amanuun mullata dagachuudha,1
dubartii amanuun sexaana amanu jechuudha,1
dubara amanuun seexanatti kennuudha,1
dhiira amanuu ilaaltuu warqii harkaan qabachuu jechuudha,1
dhugaa dubbachuf shamarran beerut jirtu dhiira caalti,1
dhiirri biyya sa'uudii jiruu 1ffaa miseenjerii buluudha,1
dhiirri biyya sa'uudii jiru 2ffaa muxxee kadhachu,1
dhiirri biyya sa'uudii jiru 3ffaa nama arrabsu,1
dhiira bara jaalachuu mannaa doolaara jaalladhee gammadaa ta'ee jiraachu wayya,1
jaalalli dhiiraa jiruu jaalala maallaqaati sobe durboonni,1
durba durbummaa hin qabne fuuchuurra dhaabbatanii hafuu wayya,1
durbi durbummaa hin qabne akkka qafoo siim kaardii hin qabaneeti,1
durbummaa hin qabne fuudhuuf cidha keetti maallaqa hin qisaasessiin,1
shamarri warqiidha,10
dhiirri maallaqa hin qabne heerumti hin fuutu ,1
dhiirri umriin gahee areeda fuulaa hin qabne gaddisiisa,1
dhiirri diimaan aduu oduu hin danda'u,1
durba shawaa fuutee farsoo dhuguu hin dandeessuu taanaan fuudhaf hin ka'in,1
durba shawaa fuudhuu barbaadda taanaan farsoo dhuguu shaakali,1
durba wallagaa fuudhuu barbaadaa taanaan bajaajii bitadhu,1
durba wallaggaa fudhuu barbaadde qawwee qabachuu shakali ,1
durba wallaggaa fuudhuu barbaadda taanaan waldaatti deddeebbi'u qabda ,10
durba arabaa durba arabaa jettanii odeessitan durbi itoophiyaayyuu caalaa dogoggora hojjechaa oolti bar,10
durba arabaa baleessuu ishuma itoophiyaattis safuu hin beeknedha,10
durba wallaggaa buna qarshii sadiin sossoba,1
durba amanuun kiyyootti galuudha jedhe biqilaa bantii,1
durba hin amaninaa dabarsitee nama kennitii,1
durba wallaggaa jaaladheen ergasii cufi cufi godha,1
dhiirri shawaa warqiidha hin dhageenye moo,10
durba raadiyoo abbuma jirutu qoroqqora,1
dubartii wanti barattu jiraate oduu qofa,1
dhiira wanti barattu jiraate kijiba qofa,1
dhiira wantii baratuu soba qofa ,1
dubartii gabaabduun mooyyee fakkkaatti,1
deemsa dheeraa dubartii waliin hin deemiin dadhabde baadhu jetti,1
shamarree gurraattii hin fuudhin gaafa hirribaa kaatee fuula ilaaltu guyyaan hunduu dukkkana fakkkaata,1
dhiirri gurraachi seexana jinnii namatti fakkkaata,1
shamarree diimtuu hin fuudhinaa rakkkoo hin dandeessu qarshii mana yaalatti fixxi,1
durba furdoo mana rakkkoo ta'e hin fuudhinaa,1
dubartii wanti hin bareenne jiraate durbummaa dhabuu qofa,10
dhiira wanni hin bareenne durbummaa baleessuu qofaa,1
dubartiin haadha keeti kabaji,10
dubartiin ganama raftu bultiif hin taatu,1
dubartii furdoo hin amaniin sijjeesuu dandeessi ciistu,10
intalli takkka garee seexana fakkkaatti,1
dubartii qaruuxeen soba baay'ifti,1
dubartii diimtuun sirrii miti,1
dubartii gurraattiin seexana fakkkaatti,1
dhiirri gurraachi seexana fakkkaata,10
dubartii diimtuun ashaanguliittii fakkkaatti anallee,1
dubartiin furdoo wayii konkolaataa seenuu dadhabdeet gommaa ciibsanii seenaa jirti,10
durbi durbummaa hin qabne ajjeesi,1
dhiirri durbummaa hin argine ajjeesi,1
dhiirri durbummaa hin argine gowwaadha,1
durbi durbummaa hin qabne biyyaa badu,1
dubartiin walqunnamtii saalaa baay'istu bifaafi dhaabbii bareedaa horachuu dandeessi,10
dubartiin sodaattudha,1
dubartii durbummaa hin qabne balaaleeffanna,1
dhiira dardarummaa hin qabne balaaleeffanna,1
dhiira durbummaa nama gaafatu balaaleeffanna,1
dhiira durbummaa balleessuun hojii idilee ta'e,10
nuttis dhiira durbummaa hin qabne balaalleefanna,1
durba durbummaa hin qabne dhiira haati manaa jalaa duutetu fuudha,1
dubartiin dhiira durbummaa fudhate qofa jaalatti,10
dubartiin durbummaa qabdu qalbii hin qabdu,1
hiyyeessa taate intala sooressaa fuudhi,10
shamarran oromoo qaaliidha nan sobee ijoollee oromoo,10
shamarran magaalaa addaggeedha,1
shamarran baadiyyaa shaggeedha,10
ijoolleen durbummaa hin qabnes dhiiga kooti,10
shamarran barreedduu shamarran fokkkifituutu hubaatuudha,1
